policy,extra_delay,seed,wAoI,worst_user_mean_aoi,p95_user_mean_aoi,p95_slot_aoi,p99_slot_aoi,cvar95_slot_aoi,slot_aoi_gt40,slot_aoi_gt60,mean_service_rate,worst_service_rate,jain_service_fairness,starvation_p95,starvation_max,rejection_rate,rejected_candidates,proposed_candidates,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,uav_pi_los,uav_pth,uav_mean_aoi,uav_avg_power,uav_service_rate,uav_max_queue,adaptive_belief,age_estimator,shield
Bayesian-Expected-Shield,4,1,531.0848648648648,32.009189189189186,28.060932432432427,48.0,87.0,72.6,0.07423423423423424,0.028288288288288287,0.12324324324324322,0.030810810810810812,0.7060904900293445,32.0,212.0,0.12144144144144144,1348,11100,0.2784841936276064,0.4009319510861356,23.998742767051603,0.4064864864864865,True,True,0.5605092249;0.2181252996;0.2316669551;0.3707979081;0.95;0.95;0.2020086086;0.95;0.325972712;0.8362721814;0.2993435181;0.2334007936,0.8400796556;2.072097608;1.953264399;1.254604531;0.2976063768;0.2276934429;2.237061952;0.2579608484;1.414030367;0.4910760745;1.530799061;1.939147999,9.232432432;24.83054054;19.72405405;13.69837838;4.377027027;4.018108108;32.00918919;4.371351351;14.2827027;6.283243243;14.2927027;23.1727027,0.2588353534;0.3959386511;0.3938203355;0.3689215485;0.07810156536;0.06406185787;0.3911835359;0.0663726291;0.3924889694;0.1430756779;0.3880782483;0.4009319511,0.1451351351;0.04405405405;0.04621621622;0.09567567568;0.2254054054;0.2489189189;0.03081081081;0.2264864865;0.08378378378;0.2094594595;0.07513513514;0.04783783784,6.761513457;23.99874277;23.99722263;23.76901231;0.2976063768;0.2276934429;23.99136411;0.2579608484;23.97855081;0.9464564472;23.94910699;23.99188396,True,expected,True
Bayesian-Expected-Shield,4,2,428.1718918918919,25.421891891891892,23.686270270270267,38.0,66.0,54.58783783783784,0.04182432432432433,0.013400900900900901,0.13130630630630633,0.036216216216216214,0.825120220435367,28.0,128.0,0.055765765765765765,619,11100,0.23917147325070218,0.3995047067800737,23.99999933511995,0.4064864864864865,True,True,0.2983974043;0.4720337023;0.7619171253;0.95;0.6042558466;0.7527600943;0.6803453125;0.2438339011;0.7053294905;0.1925045361;0.95;0.2931742638,1.535332493;0.9986066978;0.5764720931;0.328976203;0.7746227687;0.5870535051;0.6736618433;1.858825842;0.6430324214;2.34929577;0.2710575607;1.560894842,15.21783784;9.068918919;7.179459459;5.214864865;9.747567568;7.183513514;7.428918919;22.26621622;7.425945946;25.42189189;4.855675676;17.28216216,0.3834181685;0.2658452966;0.1522197932;0.08153275085;0.2173130902;0.1597737513;0.1740596547;0.393367739;0.1758780569;0.3993802809;0.06776439017;0.3995047068,0.06648648649;0.1305405405;0.18;0.2064864865;0.1348648649;0.1740540541;0.1627027027;0.0427027027;0.1681081081;0.03621621622;0.2091891892;0.06432432432,23.98228171;8.156807631;1.588248838;0.328976203;5.244718762;1.522321031;2.92591318;23.97718519;2.273356636;23.99999934;0.2710575607;23.99901395,True,expected,True
Bayesian-Expected-Shield,4,3,529.7391891891892,24.413783783783785,21.972378378378377,45.0,72.0,61.936036036036036,0.06648648648648649,0.018986486486486487,0.10709459459459458,0.04675675675675676,0.7125599183125491,36.0,148.0,0.09441441441441441,1048,11100,0.31613910156802794,0.3991786133321246,23.99955092536107,0.4064864864864865,True,True,0.2469621281;0.8215561338;0.8932287906;0.3220866759;0.225348274;0.2465631425;0.4834834838;0.2778755806;0.2645088005;0.3014458345;0.9387067142;0.2969367479,1.836175919;0.5080937316;0.4222105672;1.429873819;2.006740312;1.839030251;0.9755450403;1.641436133;1.719737046;1.520828652;0.3585144156;1.542388958,19.97486486;5.832162162;4.827837838;13.72594595;19.55297297;24.41378378;10.23486486;16.45378378;18.30621622;16.16513514;4.645675676;16.73027027,0.398003537;0.145561988;0.1152520738;0.3953407883;0.3991786133;0.3911667047;0.2992550326;0.3917265149;0.3969339019;0.3896609628;0.09224479018;0.3793443114,0.05216216216;0.2091891892;0.2291891892;0.08162162162;0.05027027027;0.04675675676;0.1337837838;0.06621621622;0.05783783784;0.07216216216;0.2172972973;0.06864864865,23.99954416;1.048562389;0.5332634034;23.97476381;23.99955093;23.97186862;17.78161234;23.97622089;23.99608666;23.99126408;0.3585144156;23.94756335,True,expected,True
Bayesian-Expected-Shield,4,4,484.1267567567568,21.516216216216215,21.02181081081081,41.0,63.0,54.21036036036036,0.05045045045045045,0.011824324324324325,0.10328828828828829,0.046216216216216216,0.8758203347402164,35.0,126.0,0.03864864864864865,429,11100,0.2834432658047175,0.3966109490707897,23.994974050616257,0.4064864864864865,True,True,0.662118963;0.6741961796;0.3640876;0.2460798207;0.2372011855;0.4128728207;0.5024050881;0.4159209977;0.2309431598;0.4380235493;0.7287104513;0.5641011845,0.6966749552;0.6813572012;1.27608378;1.842501298;1.908996959;1.13470463;0.9393093506;1.126874486;1.959226317;1.072981387;0.6151471375;0.8344446437,8.044054054;8.23972973;14.72918919;18.55135135;20.6172973;12.23783784;12.00243243;12.09621622;21.51621622;13.53405405;7.988918919;9.402972973,0.1864076231;0.1740223122;0.3266084703;0.3948928457;0.3936661296;0.3186373273;0.2548828616;0.2862870316;0.3966109491;0.2897049746;0.1567793921;0.2228192724,0.1556756757;0.1513513514;0.08432432432;0.05432432432;0.0472972973;0.1002702703;0.1143243243;0.09945945946;0.04621621622;0.09702702703;0.1578378378;0.1313513514,4.140149194;6.589858426;22.92810523;23.99257917;23.99173239;14.53934541;9.464805713;17.10497123;23.99497405;15.7515533;2.58176565;6.116669655,True,expected,True
Bayesian-Expected-Shield,4,5,422.16513513513513,22.282972972972974,20.49339189189189,37.0,59.0,50.596846846846844,0.03945945945945946,0.008648648648648649,0.12524774774774775,0.04540540540540541,0.8182169139728103,28.0,108.0,0.03135135135135135,348,11100,0.2535926661497898,0.3917289628441837,23.999805493476746,0.4064864864864865,True,True,0.9411489522;0.4821824971;0.3825098869;0.7544254172;0.3523107703;0.8677360717;0.95;0.2189202535;0.8265150398;0.3376263363;0.2625732011;0.2699141276,0.3546353857;0.9781203331;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;2.064668323;0.5023771293;1.368663091;1.731770293;1.687095206,5.348918919;10.63945946;11.8072973;7.15972973;13.23648649;6.232432432;4.767297297;22.28297297;6.494324324;13.44540541;19.02918919;16.73135135,0.08549588216;0.2722875522;0.339288589;0.1518162688;0.351668401;0.1123609759;0.05476319983;0.3917289628;0.1336051609;0.3773071225;0.3856699247;0.3871199539,0.2018918919;0.1205405405;0.09486486486;0.1794594595;0.08918918919;0.182972973;0.2078378378;0.04540540541;0.1821621622;0.08432432432;0.05216216216;0.06216216216,0.3546353857;10.58736933;17.77266785;1.666126826;23.92241988;0.7231590234;0.2241414152;23.99960989;0.9118856464;23.95475772;23.99626068;23.99980549,True,expected,True
Bayesian-Expected-Shield,4,6,323.70324324324326,17.223783783783784,16.487675675675675,30.0,49.0,42.2490990990991,0.020563063063063065,0.004391891891891892,0.1503153153153153,0.06594594594594595,0.9049330838819947,23.0,107.0,0.006666666666666667,74,11100,0.1773131907014995,0.3705265909578589,23.992464582444224,0.4064864864864865,True,True,0.6600953202;0.4082536129;0.95;0.8542797728;0.5796663152;0.95;0.7238759829;0.298421524;0.95;0.3698913443;0.95;0.5870736138,0.6992694381;1.146768836;0.2551559305;0.4699577518;0.8105930222;0.2156180293;0.6208604762;1.535216558;0.2628816135;1.257463669;0.2571157349;0.7995478023,8.412162162;12.92432432;4.82972973;6.451621622;9.524324324;4.721621622;8.602162162;17.22378378;4.447567568;15.88540541;4.735135135;9.905405405,0.1933385501;0.3161362738;0.05889274721;0.118759594;0.2039627307;0.05134040103;0.1391063067;0.370526591;0.06081801652;0.3381557704;0.06170777637;0.2150135306,0.1472972973;0.09540540541;0.2016216216;0.187027027;0.1272972973;0.2045945946;0.1427027027;0.06594594595;0.2045945946;0.08054054054;0.2045945946;0.1421621622,5.481735953;12.48214556;0.2551559305;0.8197465107;5.7906744;0.2156180293;1.808604762;23.99246458;0.2628816135;23.96274746;0.2571157349;7.190051651,True,expected,True
Bayesian-Expected-Shield,4,7,362.7502702702703,28.586216216216215,22.17083783783783,36.0,64.0,52.27657657657657,0.03725225225225225,0.011891891891891892,0.15466216216216216,0.03135135135135135,0.8426389296606642,22.0,118.0,0.04450450450450451,494,11100,0.19656411745165028,0.39831410988022425,23.998445593946663,0.4064864864864865,True,True,0.95;0.8194645516;0.5139536145;0.1957148488;0.2668165055;0.95;0.9166527097;0.2817874583;0.4060368001;0.95;0.95;0.8957240492,0.2129344738;0.5105004868;0.9182376412;2.309972111;1.705631049;0.2143947682;0.3910280632;1.619983796;1.152645744;0.2643493157;0.2202876177;0.4190042049,4.754324324;5.512432432;10.12405405;28.58621622;16.92189189;4.871621622;5.465135135;16.34648649;11.74162162;4.957567568;4.813783784;5.107027027,0.0520826213;0.1267972831;0.2774566711;0.3983141099;0.3964439735;0.05238185688;0.101878663;0.3914231118;0.3302174294;0.06587299163;0.05661987148;0.1092808264,0.2116216216;0.1924324324;0.1337837838;0.03135135135;0.06324324324;0.2075675676;0.2097297297;0.06891891892;0.1059459459;0.2072972973;0.2156756757;0.2083783784,0.2129344738;1.394504381;8.928277542;23.99776885;23.99844559;0.2143947682;0.3910280632;23.93389116;17.04789253;0.2643493157;0.2202876177;0.5520336396,True,expected,True
Bayesian-Expected-Shield,4,8,429.90162162162164,29.323513513513515,24.9406081081081,39.0,73.0,59.71936936936937,0.0470045045045045,0.016103603603603602,0.13851351351351354,0.031621621621621625,0.7955977366971897,26.0,173.0,0.05918918918918919,657,11100,0.2306280445668756,0.3990154686730945,23.995774499710244,0.4064864864864865,True,True,0.924502767;0.7675714746;0.2938168902;0.223720696;0.8564804989;0.95;0.4732619221;0.198994158;0.3554966144;0.365156396;0.95;0.8950142286,0.3798996382;0.5699618165;1.557699888;2.021057334;0.4673466129;0.2347890628;0.9960890923;2.271318822;1.304697623;1.272612991;0.2590903055;0.4199186836,4.548108108;7.19;16.13297297;21.35459459;5.910540541;4.68972973;10.51243243;29.32351351;12.75837838;14.79297297;4.55972973;4.878918919,0.09672039437;0.1608216585;0.3784789729;0.394379296;0.1165840334;0.05907800473;0.284019998;0.3990154687;0.3557945679;0.3449813053;0.06519272281;0.1124701123,0.2113513514;0.1791891892;0.06054054054;0.04459459459;0.1916216216;0.2140540541;0.1224324324;0.03162162162;0.08783783784;0.08756756757;0.2175675676;0.2137837838,0.3798996382;2.149427248;23.93178503;23.93709605;0.7367330643;0.2347890628;13.0983164;23.9957745;23.95701932;22.57084709;0.2590903055;0.4995934181,True,expected,True
Bayesian-Expected-Shield,4,9,526.34,30.021621621621623,27.110486486486483,47.0,79.0,66.17702702702702,0.06898648648648649,0.02605855855855856,0.12398648648648648,0.031621621621621625,0.7449259046989214,31.0,139.0,0.11810810810810811,1311,11100,0.259315409486393,0.3994481823601241,23.998640683480545,0.4064864864864865,True,True,0.3257577326;0.6871221964;0.2523803769;0.1963495047;0.5437054116;0.2493362779;0.95;0.4363495231;0.95;0.6652629851;0.95;0.2127973752,1.414897118;0.6652565043;1.798374164;2.302374716;0.8671448273;1.819394726;0.209506079;1.076896197;0.2790122724;0.6926602831;0.247425482;2.123503268,14.99486486;7.857837838;21.66405405;30.02162162;10.15378378;20.84783784;4.13;10.14135135;4.541081081;7.769459459;4.453783784;24.72864865,0.3732269154;0.182316242;0.3922399866;0.3920259652;0.258034177;0.3963330133;0.05390534788;0.3221957;0.07261859954;0.2061132356;0.06332754903;0.3994481824,0.07135135135;0.16;0.04783783784;0.03162162162;0.1321621622;0.04810810811;0.2272972973;0.1210810811;0.2216216216;0.1691891892;0.22;0.03756756757,23.99176942;5.696669111;23.97407541;23.9920901;9.477186201;23.9977866;0.209506079;18.18273377;0.2790122724;3.80458368;0.247425482;23.99864068,True,expected,True
Bayesian-Expected-Shield,4,10,564.6978378378378,29.90108108108108,26.68536486486486,49.0,86.0,70.83603603603603,0.07718468468468469,0.02918918918918919,0.09993243243243244,0.038378378378378375,0.7814756515985761,36.0,145.0,0.10369369369369369,1151,11100,0.3088631367738562,0.4003715707030204,23.997242471557666,0.4064864864864865,True,True,0.2210551088;0.5230742899;0.4621770162;0.8877431859;0.3493760462;0.4491418585;0.5565464418;0.34857734;0.2223217792;0.6900300697;0.2104662511;0.2177243916,2.045012567;0.9021077578;1.019211399;0.4291816563;1.325898395;1.047619095;0.8463561798;1.328717478;2.03354937;0.6616731043;2.146920017;2.075867389,19.90486486;11.53108108;12.28540541;4.957837838;15.10540541;11.01162162;10.16837838;14.88135135;22.8927027;7.963783784;24.05432432;29.90108108,0.3985010974;0.2655122563;0.2908884426;0.1082233744;0.3440168808;0.3250450597;0.2362934956;0.361267509;0.398465755;0.1861626221;0.4003715707;0.3916095777,0.04918918919;0.1189189189;0.1127027027;0.212972973;0.08243243243;0.1227027027;0.1332432432;0.08351351351;0.04054054054;0.1659459459;0.03837837838;0.03864864865,23.99589223;9.642155157;18.18766737;0.5459082815;23.64956675;13.71428741;11.20526068;23.61226819;23.99252746;10.71361659;23.99724247;23.99321517,True,expected,True
Bayesian-Expected-Shield,4,11,458.35945945945946,29.191891891891892,24.78267567567567,42.0,75.0,62.44054054054054,0.05331081081081081,0.020225225225225227,0.11770270270270268,0.03648648648648649,0.844250224052894,30.0,158.0,0.0336036036036036,373,11100,0.25681547907632896,0.3934963951397459,23.996833100852243,0.4064864864864865,True,True,0.95;0.2935060875;0.6227889451;0.4312530983;0.6153269509;0.4183303984;0.9434799305;0.4987828682;0.6260188518;0.4351735249;0.2492611008;0.2092716103,0.3358641596;1.559243329;0.7487311135;1.088976442;0.7590395275;1.120756955;0.3508668233;0.9460759936;0.7443154627;1.079661914;1.819920828;2.159149808,5.165405405;15.89162162;8.656756757;11.83594595;9.103243243;14.43810811;5.245135135;11.89189189;10.23675676;10.74594595;21.17513514;29.19189189,0.08042585012;0.3771683187;0.1977054859;0.310799763;0.1914010484;0.3162352056;0.08600978616;0.2582531766;0.1822567052;0.2958857246;0.3934963951;0.3921482894,0.2043243243;0.07324324324;0.1586486486;0.1008108108;0.1386486486;0.09405405405;0.1997297297;0.1113513514;0.1354054054;0.1089189189;0.05081081081;0.03648648649,0.3358641596;23.99535639;5.959395632;12.95984568;7.139830077;21.3849795;0.3508668233;14.74405183;9.073779344;16.34410998;23.9968331;23.98724712,True,expected,True
Bayesian-Expected-Shield,4,12,478.4302702702703,20.99108108108108,20.64145945945946,40.0,62.0,54.25,0.048468468468468466,0.011103603603603603,0.10936936936936938,0.0445945945945946,0.8379420841605889,33.0,126.0,0.02810810810810811,312,11100,0.2777331447509333,0.39382077161378753,23.996986161784637,0.4064864864864865,True,True,0.2277146089;0.9318683167;0.4490225566;0.364868936;0.3264467419;0.2532754659;0.5108922966;0.7249468559;0.885090931;0.3371942215;0.4510893652;0.3770521179,1.986329388;0.369039043;1.047885528;1.273544601;1.412123145;1.792296255;0.9237509324;0.6195927545;0.4325165816;1.370290719;1.043286736;1.235229773,20.35540541;5.099189189;12.24486486;13.65675676;17.14594595;20.99108108;9.967837838;7.084864865;5.954594595;15.4727027;12.87135135;12.78675676,0.3913605741;0.08547742158;0.3061525017;0.3428244386;0.366007053;0.3938207716;0.2444195035;0.1497070061;0.1060250107;0.34886861;0.2746381841;0.3234966621,0.04972972973;0.1981081081;0.1081081081;0.08621621622;0.07648648649;0.04459459459;0.1245945946;0.1618918919;0.1881081081;0.07675675676;0.1035135135;0.09432432432,23.99698616;0.369039043;23.95484878;18.82697184;23.97588129;23.99199887;7.027516783;1.795927545;0.5625829082;21.87686169;13.59559493;20.11597409,True,expected,True
Bayesian-Expected-Shield,4,13,333.0535135135135,25.005675675675676,19.55175675675675,31.0,59.0,47.77972972972973,0.026373873873873875,0.009234234234234234,0.15096846846846848,0.043243243243243246,0.8959931127106631,23.0,117.0,0.022342342342342343,248,11100,0.18312101738699393,0.3913681222551318,23.996511808936535,0.4064864864864865,True,True,0.931036637;0.7159624459;0.6775674106;0.3509019354;0.95;0.7562371291;0.2357345475;0.5713184825;0.95;0.8385292043;0.9458583108;0.3749843981,0.3702883284;0.6302691506;0.6771299559;1.320546841;0.2764601871;0.5830294735;1.920506701;0.8232731646;0.2265612916;0.488449848;0.3469497415;1.241568686,6.169459459;7.635945946;8.631621622;15.08945946;5.394594595;6.854594595;25.00567568;9.407027027;4.836216216;5.956216216;5.418648649;13.12324324,0.09117099114;0.1693209556;0.1645242785;0.3444128923;0.06814370018;0.1492240301;0.3913681223;0.2400842553;0.05737511628;0.124620718;0.07473484972;0.3224722993,0.1886486486;0.1618918919;0.1435135135;0.07918918919;0.2016216216;0.1710810811;0.04324324324;0.1416216216;0.2156756757;0.1897297297;0.1840540541;0.09135135135,0.3702883284;2.702691506;2.494169603;20.71226362;0.2764601871;1.315147367;23.99651181;8.981829115;0.2265612916;0.9306990882;0.3469497415;18.78510197,True,expected,True
Bayesian-Expected-Shield,4,14,491.83837837837837,26.96108108108108,22.93478378378378,42.0,74.0,61.104504504504504,0.05382882882882883,0.018063063063063062,0.10837837837837837,0.0372972972972973,0.8391631382836227,33.0,158.0,0.0363063063063063,403,11100,0.27394461363120076,0.39685579688653366,23.99598236154786,0.4064864864864865,True,True,0.3969158517;0.64914127;0.685168137;0.2123384503;0.8391928019;0.2547057577;0.6450583303;0.3536782427;0.3495021855;0.2638904463;0.8142278578;0.4332858251,1.177446822;0.7134614509;0.6676722331;2.128067317;0.4876767217;1.782678959;0.7188179662;1.310923092;1.325454306;1.723560971;0.5165166625;1.084128614,12.08189189;8.322972973;8.208378378;26.96108108;6.247567568;19.64054054;9.507297297;17.29405405;14.81567568;18.68756757;6.295135135;12.55351351,0.3201382439;0.1928274192;0.1793692432;0.3968557969;0.1206011352;0.3868895147;0.2039888823;0.3493432889;0.3456928124;0.3810467227;0.1257787873;0.284803517,0.09567567568;0.1497297297;0.1448648649;0.0372972973;0.1827027027;0.05432432432;0.1367567568;0.07648648649;0.08621621622;0.0572972973;0.1810810811;0.09810810811,14.52340465;9.457689331;4.821116895;23.99598236;1.402827548;23.98129072;7.408085086;23.39492349;23.69088758;23.98956077;1.697299925;16.50165903,True,expected,True
Bayesian-Expected-Shield,4,15,444.30945945945945,34.55189189189189,26.865864864864854,39.0,77.0,65.62522522522522,0.046306306306306305,0.01632882882882883,0.1352252252252252,0.03,0.8336001000467672,27.0,262.0,0.06054054054054054,672,11100,0.2328178133189415,0.39726967267520463,23.997445409228362,0.4064864864864865,True,True,0.95;0.6682774533;0.3936552323;0.8783623152;0.2542081145;0.6112416568;0.1961261937;0.2603661895;0.4858854259;0.9440218225;0.777121657;0.6438927182,0.2609434761;0.6888292002;1.186565108;0.4408835581;1.786011998;0.7647485898;2.305041448;1.74572184;0.9708198352;0.349980936;0.5589976316;0.7203540735,4.566756757;7.046216216;12.60432432;5.984594595;20.5772973;7.889189189;34.55189189;18.66756757;9.891081081;5.006216216;7.664054054;9.075405405,0.06410746479;0.1958508969;0.3380107091;0.1049779499;0.3919572278;0.2172299373;0.3887421252;0.3972696727;0.280750601;0.08494131907;0.1430731776;0.1869026785,0.2154054054;0.1789189189;0.1021621622;0.1872972973;0.04972972973;0.1632432432;0.03;0.05216216216;0.1283783784;0.2008108108;0.1689189189;0.1456756757,0.2609434761;4.621267203;22.72977877;0.6453013484;23.99109558;7.918714745;23.99744541;23.98635636;11.58721654;0.349980936;3.020955001;3.605311103,True,expected,True
Bayesian-Expected-Shield,4,16,524.2427027027027,27.17027027027027,26.401905405405405,47.0,81.0,67.90315315315316,0.06844594594594594,0.02731981981981982,0.12459459459459458,0.03216216216216216,0.774452986542248,30.849999999999454,149.0,0.12423423423423423,1379,11100,0.26933038504240936,0.3995905441021735,23.9964602581139,0.4064864864864865,True,True,0.3932789834;0.7735119064;0.901603995;0.8416273572;0.2260479039;0.7045979448;0.6624829137;0.1982197585;0.7522839954;0.3841282698;0.2247729528;0.2144342016,1.187626136;0.5631378354;0.4113518347;0.4848363331;2.00065631;0.6439160289;0.6962092138;2.280313362;0.5876051337;1.214015836;2.011774821;2.107404393,14.18;7.292702703;5.022972973;6.171081081;19.11567568;6.454594595;7.542702703;27.17027027;6.536756757;11.62513514;25.77324324;24.39324324,0.3379919787;0.168332553;0.1070626532;0.1179331621;0.3995905441;0.1806445508;0.2081101055;0.3993629888;0.1653234984;0.3546894915;0.3936553973;0.3992676971,0.09675675676;0.1848648649;0.2121621622;0.1818918919;0.05135135135;0.1851351351;0.1732432432;0.03216216216;0.1910810811;0.1056756757;0.04054054054;0.04027027027,23.98332498;3.499618873;0.4454073388;1.018035998;23.78376683;2.858740433;10.45595012;23.99646026;1.90084107;19.63449091;23.9909764;23.99153746,True,expected,True
